Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Caíque França Godoy-Sport Recife;Hereda-Sport Recife;João Silva-Sport Recife;Francisco Alves da Silva Neto-Sport Recife;Igor Aquino da Silva-Sport Recife;Christian Rivera-Sport Recife;Zé Lucas-Sport Recife;Rodrigo Atencio-Sport Recife;Lucas Lima-Sport Recife;Chrystian Barletta-Sport Recife;Pablo Felipe Teixeira-Sport Recife;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Du Queiroz-Sport Recife;Carlos Alberto Gomes da Silva Filho-Sport Recife;Gonçalo Paciência-Sport Recife;Lucas Cunha-Sport Recife;Sérgio Oliveira-Sport Recife;Arthur Sousa-Sport Recife;Matheus Alexandre Anastácio de Souza-Sport Recife;Fabricio Domínguez Huertas-Sport Recife;Lenny Lobato-Sport Recife;Rafael Thyere-Sport Recife;Dalbert Henrique-Sport Recife;Julián Fernández-Sport Recife;Christian Ortiz-Sport Recife;André Felipe de Almeida Santos-Sport Recife;Felipe-Sport Recife;José Roberto Assunção de Araújo Filho-Sport Recife;Gustavo Coutinho-Sport Recife;Fábio Gonçalves-Sport Recife;Wellington Silva-Sport Recife;Thiago-Sport Recife;Luciano Castán-Sport Recife;Leonel Di Plácido-Sport Recife;Pedro Victor Martins Silva Costa-Sport Recife;Lucas André Silva da Costa-Sport Recife;Allyson Aires dos Santos-Sport Recife;Luciano Silva Santos-Sport Recife;Fábio Matheus Ribeiro Lima-Sport Recife;Helibelton Palacios-Sport Recife;Alisson Cassiano-Sport Recife;Roberto Rosales-Sport Recife;Nassom de Souza Oliveira-Sport Recife;Pedro Vilhena-Sport Recife;Riquelme-Sport Recife;Pedro Lima-Sport Recife;Alan Ruiz-Sport Recife;Romarinho-Sport Recife;Jordan-Sport Recife;Ewerthon Diógenes da Silva-Sport Recife;Jorge de Moura Xavier-Sport Recife;Francisco Edson Moreira da Silva-Sport Recife;Fabrício Daniel de Souza-Sport Recife;Wanderson Cristaldo Farias-Sport Recife;Carlos Eduardo Santos Oliveira-Sport Recife;Facundo Labandeira Castro-Sport Recife;Edison Custódio dos Santos-Sport Recife;Vágner Love-Sport Recife;Diego Souza-Sport Recife;Denis César de Matos-Sport Recife;Nathan Mendes da Silva-Sport Recife;José Sabino Chagas Monteiro-Sport Recife;Ronaldo Henrique-Sport Recife;João Peglow-Sport Recife;Renzo Azevedo Pimentel de Moura-Sport Recife;Renan dos Santos-Sport Recife;Luciano Batista da Silva Junior-Sport Recife;Victor Gabriel-Sport Recife;Juan Cláudio de Faria Xavier-Sport Recife;Helber Ítalo dos Santos-Sport Recife;Matheus de Vargas-Sport Recife;Gabriel Santos-Sport Recife
2024-04-26;Sport Recife;29;1;1;679;681;Vila Nova;1;3;13;12;5;2;0.43;0.57;288;0.85;11;13;1;3;0;0;8;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;9;0.0474999999999999;0.0909090909090909;245;0.0448979591836734;569.7674418604652;0.6153846153846154;18.6046511627907;1;-0.1399999999999999;-1;-2;-2;0.0451388888888888;0.1538461538461538;0.215;4.0;1;1;2;1;0;0;0;1;0.1538461538461538;0.4;0.0069444444444444;6.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-20;Sport Recife;29;1;1;679;687;Amazonas;3;2;15;11;5;4;0.45;0.55;339;0.76;10;19;3;2;0;0;4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;6;0.05;0.3;258;0.0387596899224806;573.3333333333334;0.2666666666666666;8.88888888888889;4;-0.1;-2;1;-9;0.0442477876106194;0.2;0.15;1.3333333333333333;1;2;3;1;0;0;1;0;0.2;0.6;0.0088495575221238;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-25;Sport Recife;29;0;1;679;-1;Sampaio Corrêa;3;2;13;8;5;3;0.55;0.45;433;0.83;12;21;3;2;0;0;10;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.05625;0.25;359;0.0334261838440111;652.7272727272726;0.7692307692307693;18.18181818181818;5;0.1;7;1;-9;0.0300230946882217;0.3076923076923077;0.1375;2.5;3;1;4;1;0;0;0;1;0.3076923076923077;0.8;0.0092378752886836;3.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-18;Sport Recife;29;0;0;679;693;Vitória;2;2;13;19;5;5;0.49;0.51;347;0.8;11;14;2;2;0;0;3;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.0268421052631578;0.1818181818181818;278;0.039568345323741;567.3469387755102;0.2307692307692307;6.122448979591836;-6;-0.02;-1;0;-3;0.0374639769452449;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-10;Sport Recife;29;0;3;679;776;Atlético Goianiense;1;2;16;6;5;2;0.49;0.51;368;0.7;10;15;1;2;0;0;7;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.085;0.1;258;0.0387596899224806;526.530612244898;0.4375;14.285714285714286;10;-0.02;3;-1;-5;0.0434782608695652;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-03;Sport Recife;29;0;3;679;670;Mirassol;2;4;16;12;5;3;0.51;0.49;352;0.59;15;19;2;4;0;0;9;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.0408333333333333;0.1333333333333333;208;0.0721153846153846;407.84313725490193;0.5625;17.647058823529413;4;0.02;5;-2;-4;0.0454545454545454;0.0625;0.51;9.0;0;1;1;0;0;1;1;0;0.0625;0.2;0.002840909090909;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-27;Sport Recife;29;0;0;679;680;Ceará;5;5;10;12;5;8;0.54;0.46;343;0.77;22;27;4;5;1;0;5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5;0.0383333333333333;0.2272727272727272;264;0.0833333333333333;488.88888888888886;0.5;9.25925925925926;-2;0.08;0;0;-5;0.0291545189504373;0.1;0.54;5.0;1;0;1;0;0;1;1;0;0.1;0.2;0.0029154518950437;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-22;Sport Recife;29;0;0;679;688;Chapecoense;5;3;15;13;5;2;0.53;0.47;400;0.81;6;7;5;3;0;0;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5;0.0361538461538461;0.8333333333333334;324;0.0185185185185185;611.3207547169811;0.4666666666666667;13.20754716981132;2;0.06;2;2;-1;0.0375;0.1333333333333333;0.265;3.5;0;2;2;1;0;0;0;1;0.1333333333333333;0.4;0.005;7.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-16;Sport Recife;29;0;0;679;779;Juventude;4;4;10;10;6;3;0.53;0.47;255;0.44;24;15;4;4;0;0;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.047;0.1666666666666666;112;0.2142857142857142;211.3207547169812;0.5;9.433962264150942;0;0.06;2;0;9;0.0392156862745098;0.2;0.265;2.5;1;1;2;0;1;0;1;0;0.2;0.3333333333333333;0.0078431372549019;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-09;Sport Recife;29;0;7;679;666;Ponte Preta;3;3;14;10;7;3;0.68;0.32;535;0.83;8;16;3;3;0;0;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2;0.032;0.375;444;0.018018018018018;652.9411764705882;0.6428571428571429;13.235294117647058;4;0.36;7;0;-8;0.0261682242990654;0.2142857142857142;0.2266666666666666;3.0;1;2;3;0;1;0;0;1;0.2142857142857142;0.4285714285714285;0.005607476635514;4.666666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-29;Sport Recife;29;0;0;679;686;Avaí;2;4;15;11;7;3;0.63;0.37;489;0.82;14;19;2;3;0;1;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5;0.0336363636363636;0.1428571428571428;401;0.0349127182044887;636.5079365079365;0.6;14.285714285714286;4;0.26;4;-2;-5;0.0306748466257668;0.1333333333333333;0.315;4.5;1;1;2;0;1;0;1;0;0.1333333333333333;0.2857142857142857;0.0040899795501022;7.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-23;Sport Recife;29;0;3;679;-1;Londrina;2;3;19;12;7;4;0.43;0.57;334;0.79;10;14;2;3;0;0;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7;0.0474999999999999;0.2;264;0.0378787878787878;613.953488372093;0.3157894736842105;13.953488372093023;7;-0.1399999999999999;-1;-1;-4;0.0568862275449101;0.2105263157894736;0.1075;1.5;1;3;4;1;0;0;0;1;0.2105263157894736;0.5714285714285714;0.0119760479041916;4.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-15;Sport Recife;29;0;3;679;700;ABC;1;3;15;10;1;3;0.55;0.45;376;0.75;4;16;1;3;0;0;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6;0.045;0.25;282;0.0141843971631205;512.7272727272726;0.7333333333333333;20.0;5;0.1;5;-2;-12;0.0398936170212766;0.0666666666666666;0.55;11.0;0;1;1;1;0;0;1;0;0.0666666666666666;1.0;0.0026595744680851;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-09;Sport Recife;29;1;0;679;778;Criciúma;1;2;11;11;4;4;0.47;0.53;314;0.73;14;13;1;2;0;0;5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.0481818181818181;0.0714285714285714;229;0.0611353711790393;487.2340425531915;0.4545454545454545;10.638297872340424;0;-0.06;1;-1;1;0.0350318471337579;0.2727272727272727;0.1566666666666666;1.6666666666666667;2;1;3;0;1;0;0;1;0.2727272727272727;0.75;0.0095541401273885;3.6666666666666665;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-03;Sport Recife;29;0;6;679;673;Botafogo RP;6;2;15;8;4;4;0.6;0.4;370;0.77;21;12;6;2;0;0;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2;0.05;0.2857142857142857;285;0.0736842105263157;475.0;0.6;15.0;7;0.1999999999999999;7;4;9;0.0405405405405405;0.0666666666666666;0.6;9.0;1;0;1;0;1;0;1;0;0.0666666666666666;0.25;0.0027027027027027;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-25;Sport Recife;29;1;3;679;665;Ituano;2;4;18;3;4;2;0.67;0.33;515;0.81;10;15;2;4;0;0;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.11;0.2;417;0.0239808153477218;622.3880597014925;0.6111111111111112;16.417910447761194;15;0.34;8;-2;-5;0.0349514563106796;0.0555555555555555;0.67;11.0;0;1;1;0;0;1;0;1;0.0555555555555555;0.25;0.0019417475728155;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-08-18;Sport Recife;29;0;1;679;668;Guarani;1;3;19;6;4;5;0.61;0.39;547;0.85;11;12;1;3;0;0;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.065;0.0909090909090909;465;0.0236559139784946;762.2950819672132;0.4210526315789473;13.114754098360656;13;0.2199999999999999;5;-2;-1;0.0347349177330895;0.0526315789473684;0.61;8.0;1;0;1;0;0;1;1;0;0.0526315789473684;0.25;0.0018281535648994;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
2023-08-11;Sport Recife;29;6;0;679;-1;Tombense FC;2;5;12;9;2;3;0.51;0.49;444;0.79;14;12;2;5;0;0;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2;0.0544444444444444;0.1428571428571428;351;0.0398860398860398;688.2352941176471;0.4166666666666667;9.803921568627452;3;0.02;3;-3;2;0.027027027027027;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-08-05;Sport Recife;29;3;17;679;671;Novorizontino;2;2;11;15;6;3;0.4;0.6;283;0.67;10;15;2;2;0;0;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12;0.04;0.2;190;0.0526315789473684;475.0;0.3636363636363636;10.0;-4;-0.1999999999999999;-8;0;-5;0.03886925795053;0.0909090909090909;0.4;4.0;0;1;1;1;0;0;0;1;0.0909090909090909;0.1666666666666666;0.0035335689045936;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-08-02;Sport Recife;29;0;3;679;681;Vila Nova;2;3;10;16;5;3;0.39;0.61;279;0.56;13;11;2;3;0;0;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6;0.038125;0.1538461538461538;156;0.0833333333333333;400.0;0.5;12.82051282051282;-6;-0.2199999999999999;-1;-1;2;0.03584229390681;0.1;0.39;5.0;0;1;1;1;0;0;1;0;0.1;0.2;0.003584229390681;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-07-28;Sport Recife;29;3;3;679;690;CRB;1;2;15;10;7;2;0.59;0.41;415;0.82;14;9;1;1;0;1;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.0409999999999999;0.0714285714285714;340;0.0411764705882352;576.271186440678;0.6;15.254237288135592;5;0.18;6;-1;5;0.036144578313253;0.1333333333333333;0.295;4.5;0;2;2;1;0;0;0;1;0.1333333333333333;0.2857142857142857;0.0048192771084337;7.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-07-23;Sport Recife;29;3;1;679;-1;Sampaio Corrêa;1;1;5;19;2;4;0.36;0.64;317;0.71;19;11;1;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13;0.0336842105263157;0.0526315789473684;225;0.0844444444444444;625.0;0.2;2.7777777777777777;-14;-0.28;-12;0;8;0.0157728706624605;0.4;0.18;0.5;1;1;2;1;0;0;1;0;0.4;1.0;0.0063091482649842;2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-07-19;Sport Recife;29;3;17;679;693;Vitória;1;4;16;9;2;3;0.59;0.41;463;0.79;8;12;1;4;0;0;7;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;9;0.0455555555555555;0.125;366;0.0218579234972677;620.3389830508474;0.4375;11.864406779661016;7;0.18;-2;-3;-4;0.0345572354211663;0.0625;0.59;7.0;0;1;1;0;0;1;0;1;0.0625;0.5;0.0021598272138228;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-07-14;Sport Recife;29;3;3;679;776;Atlético Goianiense;1;2;16;11;5;5;0.55;0.45;468;0.81;10;16;0;2;1;0;8;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.0409090909090909;0.1;379;0.0263852242744063;689.090909090909;0.5;14.545454545454543;5;0.1;4;-1;-6;0.0341880341880341;0.0625;0.55;8.0;1;0;1;0;0;1;1;0;0.0625;0.2;0.0021367521367521;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-07-09;Sport Recife;29;3;3;679;670;Mirassol;0;2;10;5;3;0;0.37;0.63;351;0.81;11;18;0;2;0;0;6;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.126;0.0;284;0.0387323943661971;767.5675675675676;0.6;16.216216216216218;5;-0.26;2;-2;-7;0.0284900284900284;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0
